,sharpness
4626,"tf.Tensor(7.341095871468974, shape=(), dtype=float64)"
4627,"tf.Tensor(4.807398021993234, shape=(), dtype=float64)"
4628,"tf.Tensor(6.623047736571681, shape=(), dtype=float64)"
4629,"tf.Tensor(5.919273885046128, shape=(), dtype=float64)"
4630,"tf.Tensor(7.1750575639263845, shape=(), dtype=float64)"
4631,"tf.Tensor(7.1699704925595045, shape=(), dtype=float64)"
4632,"tf.Tensor(6.129980700265373, shape=(), dtype=float64)"
4633,"tf.Tensor(6.920546080462473, shape=(), dtype=float64)"
4634,"tf.Tensor(6.172785443650574, shape=(), dtype=float64)"
4635,"tf.Tensor(5.689135394052984, shape=(), dtype=float64)"
4636,"tf.Tensor(7.058609672396561, shape=(), dtype=float64)"
4637,"tf.Tensor(7.058609672396561, shape=(), dtype=float64)"
4638,"tf.Tensor(6.68944948184544, shape=(), dtype=float64)"
4639,"tf.Tensor(5.646590056663847, shape=(), dtype=float64)"
4640,"tf.Tensor(7.802956420026946, shape=(), dtype=float64)"
4641,"tf.Tensor(7.192454582925338, shape=(), dtype=float64)"
4642,
4643,"tf.Tensor(7.667313050050471, shape=(), dtype=float64)"
4644,"tf.Tensor(7.790799995299346, shape=(), dtype=float64)"
4645,"tf.Tensor(6.414305589924344, shape=(), dtype=float64)"
4646,"tf.Tensor(5.506350337983283, shape=(), dtype=float64)"
4647,"tf.Tensor(6.752655575414255, shape=(), dtype=float64)"
4648,"tf.Tensor(5.49196110010849, shape=(), dtype=float64)"
4649,"tf.Tensor(6.826322639148673, shape=(), dtype=float64)"
4650,"tf.Tensor(6.096126019076143, shape=(), dtype=float64)"
4651,
4652,"tf.Tensor(7.682064101048232, shape=(), dtype=float64)"
4653,"tf.Tensor(5.1733927090106455, shape=(), dtype=float64)"
4654,"tf.Tensor(7.300778184942117, shape=(), dtype=float64)"
4655,"tf.Tensor(6.0342750001223155, shape=(), dtype=float64)"
4656,"tf.Tensor(6.825360490585675, shape=(), dtype=float64)"
4657,"tf.Tensor(7.265150069157163, shape=(), dtype=float64)"
4658,"tf.Tensor(5.576313131098886, shape=(), dtype=float64)"
4659,"tf.Tensor(9.505398646204394, shape=(), dtype=float64)"
4660,"tf.Tensor(7.230660218922988, shape=(), dtype=float64)"
4661,"tf.Tensor(6.188176046600555, shape=(), dtype=float64)"
4662,"tf.Tensor(6.853036726806824, shape=(), dtype=float64)"
4663,"tf.Tensor(6.710917492352999, shape=(), dtype=float64)"
4664,"tf.Tensor(7.48541549926735, shape=(), dtype=float64)"
4665,"tf.Tensor(7.591933635343142, shape=(), dtype=float64)"
4666,"tf.Tensor(6.600771048563384, shape=(), dtype=float64)"
4667,"tf.Tensor(7.397709957161343, shape=(), dtype=float64)"
4668,"tf.Tensor(7.832589782993829, shape=(), dtype=float64)"
4669,"tf.Tensor(6.214610617930253, shape=(), dtype=float64)"
4670,"tf.Tensor(5.366552213780681, shape=(), dtype=float64)"
4671,"tf.Tensor(7.635710797312969, shape=(), dtype=float64)"
4672,"tf.Tensor(6.074851183405203, shape=(), dtype=float64)"
4673,"tf.Tensor(6.720332582393915, shape=(), dtype=float64)"
4674,"tf.Tensor(6.616527577689376, shape=(), dtype=float64)"
4675,"tf.Tensor(5.403859210352798, shape=(), dtype=float64)"
4676,"tf.Tensor(7.292910502498745, shape=(), dtype=float64)"
4677,
4678,"tf.Tensor(7.329511252881285, shape=(), dtype=float64)"
4679,"tf.Tensor(6.756772430460019, shape=(), dtype=float64)"
4680,"tf.Tensor(6.502987288233504, shape=(), dtype=float64)"
4681,"tf.Tensor(7.319194463494872, shape=(), dtype=float64)"
4682,"tf.Tensor(7.69327349156877, shape=(), dtype=float64)"
4683,"tf.Tensor(7.981288453743691, shape=(), dtype=float64)"
4684,"tf.Tensor(3.478951545393686, shape=(), dtype=float64)"
4685,"tf.Tensor(7.467508875582652, shape=(), dtype=float64)"
4686,"tf.Tensor(7.463274127795314, shape=(), dtype=float64)"
4687,
4688,
4689,
4690,"tf.Tensor(6.78154953777159, shape=(), dtype=float64)"
4691,"tf.Tensor(6.6182903982116565, shape=(), dtype=float64)"
4692,
4693,"tf.Tensor(7.243718652596148, shape=(), dtype=float64)"
4694,"tf.Tensor(6.916143884348866, shape=(), dtype=float64)"
4695,"tf.Tensor(6.885318048768377, shape=(), dtype=float64)"
4696,"tf.Tensor(7.295111310467723, shape=(), dtype=float64)"
4697,
4698,"tf.Tensor(6.298607104405565, shape=(), dtype=float64)"
4699,"tf.Tensor(8.852932788995405, shape=(), dtype=float64)"
4700,"tf.Tensor(6.77666926948123, shape=(), dtype=float64)"
4701,"tf.Tensor(8.362058742286203, shape=(), dtype=float64)"
4702,"tf.Tensor(7.205843395475006, shape=(), dtype=float64)"
4703,"tf.Tensor(6.336845387429411, shape=(), dtype=float64)"
4704,"tf.Tensor(7.471509703741228, shape=(), dtype=float64)"
4705,"tf.Tensor(5.8787031601191835, shape=(), dtype=float64)"
4706,"tf.Tensor(7.171543097391268, shape=(), dtype=float64)"
4707,"tf.Tensor(7.577072741065118, shape=(), dtype=float64)"
4708,"tf.Tensor(7.483136501681904, shape=(), dtype=float64)"
4709,"tf.Tensor(7.564293239405315, shape=(), dtype=float64)"
4710,"tf.Tensor(7.548435481198192, shape=(), dtype=float64)"
4711,"tf.Tensor(6.570610301635658, shape=(), dtype=float64)"
4712,"tf.Tensor(6.519841039047574, shape=(), dtype=float64)"
4713,"tf.Tensor(7.064039080074249, shape=(), dtype=float64)"
4714,"tf.Tensor(7.881245041714055, shape=(), dtype=float64)"
4715,"tf.Tensor(5.62066255409441, shape=(), dtype=float64)"
4716,"tf.Tensor(5.52817877000629, shape=(), dtype=float64)"
4717,"tf.Tensor(6.273734649657228, shape=(), dtype=float64)"
4718,"tf.Tensor(5.821613890298149, shape=(), dtype=float64)"
4719,"tf.Tensor(5.9164744512713625, shape=(), dtype=float64)"
4720,"tf.Tensor(7.446722003052115, shape=(), dtype=float64)"
4721,"tf.Tensor(6.064196027467905, shape=(), dtype=float64)"
4722,"tf.Tensor(4.771501718953592, shape=(), dtype=float64)"
4723,
4724,"tf.Tensor(7.639817363877705, shape=(), dtype=float64)"
4725,"tf.Tensor(6.594604256976211, shape=(), dtype=float64)"
4726,"tf.Tensor(7.300404135492706, shape=(), dtype=float64)"
4727,"tf.Tensor(6.732879453220832, shape=(), dtype=float64)"
4728,"tf.Tensor(6.53422609836952, shape=(), dtype=float64)"
4729,"tf.Tensor(7.479607381915492, shape=(), dtype=float64)"
4730,"tf.Tensor(7.203044394315752, shape=(), dtype=float64)"
4731,"tf.Tensor(7.649906460098365, shape=(), dtype=float64)"
4732,"tf.Tensor(6.854096494338285, shape=(), dtype=float64)"
4733,"tf.Tensor(6.733210188014367, shape=(), dtype=float64)"
4734,"tf.Tensor(8.232105614461071, shape=(), dtype=float64)"
4735,"tf.Tensor(5.821613890298149, shape=(), dtype=float64)"
4736,"tf.Tensor(6.196241440384771, shape=(), dtype=float64)"
4737,"tf.Tensor(7.398989795351419, shape=(), dtype=float64)"
4738,"tf.Tensor(5.755192161757447, shape=(), dtype=float64)"
4739,"tf.Tensor(6.463664127467654, shape=(), dtype=float64)"
4740,"tf.Tensor(7.089816140131214, shape=(), dtype=float64)"
4741,"tf.Tensor(6.989990236510564, shape=(), dtype=float64)"
4742,"tf.Tensor(5.304359550208098, shape=(), dtype=float64)"
4743,"tf.Tensor(6.425230123710969, shape=(), dtype=float64)"
4744,"tf.Tensor(7.870601036500762, shape=(), dtype=float64)"
4745,"tf.Tensor(6.808257898788837, shape=(), dtype=float64)"
4746,"tf.Tensor(6.649219761369238, shape=(), dtype=float64)"
4747,"tf.Tensor(7.214964709195469, shape=(), dtype=float64)"
4748,"tf.Tensor(7.3207658022958055, shape=(), dtype=float64)"
4749,"tf.Tensor(7.074499618656432, shape=(), dtype=float64)"
4750,"tf.Tensor(7.996630813527693, shape=(), dtype=float64)"
4751,"tf.Tensor(8.855016790184886, shape=(), dtype=float64)"
4752,"tf.Tensor(6.856685423234644, shape=(), dtype=float64)"
4753,"tf.Tensor(7.197894778965762, shape=(), dtype=float64)"
4754,"tf.Tensor(6.562126734367286, shape=(), dtype=float64)"
4755,"tf.Tensor(5.683590743270699, shape=(), dtype=float64)"
4756,"tf.Tensor(5.819447316136198, shape=(), dtype=float64)"
4757,"tf.Tensor(7.416248678772425, shape=(), dtype=float64)"
4758,"tf.Tensor(7.058609672396561, shape=(), dtype=float64)"
4759,"tf.Tensor(7.060448157085617, shape=(), dtype=float64)"
4760,"tf.Tensor(7.402746139947685, shape=(), dtype=float64)"
4761,"tf.Tensor(7.345984075706181, shape=(), dtype=float64)"
4762,"tf.Tensor(6.325179805652568, shape=(), dtype=float64)"
4763,"tf.Tensor(8.155451026812056, shape=(), dtype=float64)"
4764,"tf.Tensor(6.924649343830077, shape=(), dtype=float64)"
4765,"tf.Tensor(7.511173233182416, shape=(), dtype=float64)"
4766,
4767,"tf.Tensor(5.664740123860467, shape=(), dtype=float64)"
4768,"tf.Tensor(7.88088162232031, shape=(), dtype=float64)"
4769,"tf.Tensor(7.5305874503579595, shape=(), dtype=float64)"
4770,"tf.Tensor(7.607083009391369, shape=(), dtype=float64)"
4771,
4772,"tf.Tensor(7.085848939943225, shape=(), dtype=float64)"
4773,"tf.Tensor(7.374329096048042, shape=(), dtype=float64)"
4774,"tf.Tensor(5.822477093250918, shape=(), dtype=float64)"
4775,"tf.Tensor(7.962937433211369, shape=(), dtype=float64)"
4776,"tf.Tensor(8.823892580778839, shape=(), dtype=float64)"
4777,"tf.Tensor(6.312852784708726, shape=(), dtype=float64)"
4778,"tf.Tensor(6.427456224619124, shape=(), dtype=float64)"
4779,"tf.Tensor(8.39849239158284, shape=(), dtype=float64)"
4780,"tf.Tensor(5.812698121663042, shape=(), dtype=float64)"
4781,"tf.Tensor(7.388067308120327, shape=(), dtype=float64)"
4782,"tf.Tensor(5.847585123305787, shape=(), dtype=float64)"
4783,"tf.Tensor(6.333859652121819, shape=(), dtype=float64)"
4784,"tf.Tensor(4.371813154429497, shape=(), dtype=float64)"
4785,"tf.Tensor(6.650693053091952, shape=(), dtype=float64)"
4786,"tf.Tensor(6.038432150894796, shape=(), dtype=float64)"
4787,"tf.Tensor(6.547991252199654, shape=(), dtype=float64)"
4788,"tf.Tensor(7.76927903836721, shape=(), dtype=float64)"
4789,"tf.Tensor(7.144204480044089, shape=(), dtype=float64)"
4790,
4791,"tf.Tensor(7.492987388926899, shape=(), dtype=float64)"
4792,"tf.Tensor(5.682889389786067, shape=(), dtype=float64)"
4793,"tf.Tensor(4.900268573302849, shape=(), dtype=float64)"
4794,"tf.Tensor(7.595139807387994, shape=(), dtype=float64)"
4795,"tf.Tensor(6.362030044547194, shape=(), dtype=float64)"
4796,"tf.Tensor(6.133986802688943, shape=(), dtype=float64)"
4797,"tf.Tensor(7.745195328998094, shape=(), dtype=float64)"
4798,"tf.Tensor(7.834870548682619, shape=(), dtype=float64)"
4799,"tf.Tensor(6.822238523653807, shape=(), dtype=float64)"
4800,"tf.Tensor(7.174774971897115, shape=(), dtype=float64)"
4801,"tf.Tensor(7.419182689177868, shape=(), dtype=float64)"
4802,"tf.Tensor(6.16251979564631, shape=(), dtype=float64)"
4803,"tf.Tensor(5.675281439835778, shape=(), dtype=float64)"
4804,"tf.Tensor(7.3319210674149655, shape=(), dtype=float64)"
4805,"tf.Tensor(7.286311763048444, shape=(), dtype=float64)"
4806,"tf.Tensor(4.669014604292118, shape=(), dtype=float64)"
4807,"tf.Tensor(5.626483552169436, shape=(), dtype=float64)"
4808,"tf.Tensor(8.61831727671592, shape=(), dtype=float64)"
4809,"tf.Tensor(6.375021455738037, shape=(), dtype=float64)"
4810,"tf.Tensor(7.21889235196798, shape=(), dtype=float64)"
4811,"tf.Tensor(5.393848632790199, shape=(), dtype=float64)"
4812,"tf.Tensor(6.006868078644329, shape=(), dtype=float64)"
4813,"tf.Tensor(6.878187541507773, shape=(), dtype=float64)"
4814,"tf.Tensor(6.24613854375848, shape=(), dtype=float64)"
4815,"tf.Tensor(7.690735430455855, shape=(), dtype=float64)"
4816,"tf.Tensor(6.1370403276889665, shape=(), dtype=float64)"
4817,"tf.Tensor(7.46064469845009, shape=(), dtype=float64)"
4818,"tf.Tensor(7.389844018072207, shape=(), dtype=float64)"
4819,"tf.Tensor(6.056023816608307, shape=(), dtype=float64)"
4820,"tf.Tensor(7.537941485239164, shape=(), dtype=float64)"
4821,"tf.Tensor(7.416248678772425, shape=(), dtype=float64)"
4822,"tf.Tensor(6.568342806347588, shape=(), dtype=float64)"
4823,
4824,"tf.Tensor(6.858239657052986, shape=(), dtype=float64)"
4825,"tf.Tensor(5.8312915696239775, shape=(), dtype=float64)"
4826,"tf.Tensor(7.02219500693928, shape=(), dtype=float64)"
4827,"tf.Tensor(7.375816785860112, shape=(), dtype=float64)"
4828,"tf.Tensor(6.3670382429621615, shape=(), dtype=float64)"
4829,"tf.Tensor(8.07547630880643, shape=(), dtype=float64)"
4830,"tf.Tensor(6.684138626283063, shape=(), dtype=float64)"
4831,"tf.Tensor(7.263569745771752, shape=(), dtype=float64)"
4832,"tf.Tensor(7.028846220016244, shape=(), dtype=float64)"
4833,"tf.Tensor(6.294788832888613, shape=(), dtype=float64)"
4834,"tf.Tensor(6.822281720037681, shape=(), dtype=float64)"
4835,"tf.Tensor(5.037559434982779, shape=(), dtype=float64)"
4836,"tf.Tensor(7.8302501516736775, shape=(), dtype=float64)"
4837,"tf.Tensor(7.599416091184292, shape=(), dtype=float64)"
4838,"tf.Tensor(6.741661266044123, shape=(), dtype=float64)"
4839,"tf.Tensor(6.424985941740926, shape=(), dtype=float64)"
4840,"tf.Tensor(6.726051195422808, shape=(), dtype=float64)"
4841,"tf.Tensor(6.092977578377462, shape=(), dtype=float64)"
4842,"tf.Tensor(7.065368763127951, shape=(), dtype=float64)"
4843,"tf.Tensor(6.979501451472436, shape=(), dtype=float64)"
4844,"tf.Tensor(6.985071772844235, shape=(), dtype=float64)"
4845,"tf.Tensor(6.142210723689185, shape=(), dtype=float64)"
4846,"tf.Tensor(6.161833329451003, shape=(), dtype=float64)"
4847,"tf.Tensor(6.87058617290751, shape=(), dtype=float64)"
4848,"tf.Tensor(6.521401992841466, shape=(), dtype=float64)"
4849,"tf.Tensor(8.468432474885587, shape=(), dtype=float64)"
4850,"tf.Tensor(7.058609672396561, shape=(), dtype=float64)"
4851,
4852,"tf.Tensor(6.67737249869209, shape=(), dtype=float64)"
4853,"tf.Tensor(5.827714030938818, shape=(), dtype=float64)"
4854,"tf.Tensor(6.8088270628152054, shape=(), dtype=float64)"
4855,
4856,"tf.Tensor(5.510605402383828, shape=(), dtype=float64)"
4857,"tf.Tensor(6.838245097339364, shape=(), dtype=float64)"
4858,"tf.Tensor(6.627272464038206, shape=(), dtype=float64)"
4859,"tf.Tensor(7.549549224353392, shape=(), dtype=float64)"
4860,"tf.Tensor(6.996458204318871, shape=(), dtype=float64)"
4861,"tf.Tensor(6.889722569122051, shape=(), dtype=float64)"
4862,"tf.Tensor(8.164466107005332, shape=(), dtype=float64)"
4863,"tf.Tensor(6.09903327453103, shape=(), dtype=float64)"
4864,"tf.Tensor(7.641982871159564, shape=(), dtype=float64)"
4865,"tf.Tensor(7.733799305413016, shape=(), dtype=float64)"
4866,"tf.Tensor(6.3670382429621615, shape=(), dtype=float64)"
4867,"tf.Tensor(5.389978627545439, shape=(), dtype=float64)"
4868,"tf.Tensor(6.772465490958189, shape=(), dtype=float64)"
4869,
4870,"tf.Tensor(5.342581696935772, shape=(), dtype=float64)"
4871,"tf.Tensor(5.114298355910136, shape=(), dtype=float64)"
4872,"tf.Tensor(6.278134537816473, shape=(), dtype=float64)"
4873,"tf.Tensor(7.895318323666514, shape=(), dtype=float64)"
4874,"tf.Tensor(5.848111651664173, shape=(), dtype=float64)"
4875,"tf.Tensor(6.52339991016572, shape=(), dtype=float64)"
4876,"tf.Tensor(6.850273076974597, shape=(), dtype=float64)"
4877,"tf.Tensor(6.636395511622894, shape=(), dtype=float64)"
4878,"tf.Tensor(8.166648188398218, shape=(), dtype=float64)"
4879,"tf.Tensor(6.333317759242024, shape=(), dtype=float64)"
4880,"tf.Tensor(5.81476391216241, shape=(), dtype=float64)"
4881,
4882,"tf.Tensor(7.3665981303033226, shape=(), dtype=float64)"
4883,"tf.Tensor(4.722864278105874, shape=(), dtype=float64)"
4884,"tf.Tensor(5.773301316211754, shape=(), dtype=float64)"
4885,"tf.Tensor(6.828797583697987, shape=(), dtype=float64)"
4886,"tf.Tensor(5.691407428286154, shape=(), dtype=float64)"
4887,"tf.Tensor(4.865539187145423, shape=(), dtype=float64)"
4888,"tf.Tensor(7.289772577716091, shape=(), dtype=float64)"
4889,"tf.Tensor(6.3234545180136275, shape=(), dtype=float64)"
4890,"tf.Tensor(7.72237260395376, shape=(), dtype=float64)"
4891,"tf.Tensor(6.694352226872549, shape=(), dtype=float64)"
4892,"tf.Tensor(8.416087965854482, shape=(), dtype=float64)"
4893,"tf.Tensor(8.284830192434466, shape=(), dtype=float64)"
4894,"tf.Tensor(6.206463052567664, shape=(), dtype=float64)"
4895,
4896,"tf.Tensor(6.291599166987843, shape=(), dtype=float64)"
4897,"tf.Tensor(7.790799995299346, shape=(), dtype=float64)"
4898,"tf.Tensor(5.3210639620126665, shape=(), dtype=float64)"
4899,"tf.Tensor(5.648431314676951, shape=(), dtype=float64)"
4900,"tf.Tensor(7.238020186722819, shape=(), dtype=float64)"
4901,"tf.Tensor(6.466265284225736, shape=(), dtype=float64)"
4902,"tf.Tensor(6.282765268776274, shape=(), dtype=float64)"
4903,"tf.Tensor(6.854114708707301, shape=(), dtype=float64)"
4904,"tf.Tensor(6.7883892123280996, shape=(), dtype=float64)"
4905,"tf.Tensor(6.290564177391039, shape=(), dtype=float64)"
4906,"tf.Tensor(5.9457375131593855, shape=(), dtype=float64)"
4907,"tf.Tensor(7.700194357031634, shape=(), dtype=float64)"
4908,"tf.Tensor(5.661201979792601, shape=(), dtype=float64)"
4909,"tf.Tensor(7.354811546617452, shape=(), dtype=float64)"
4910,"tf.Tensor(7.464342226287097, shape=(), dtype=float64)"
4911,"tf.Tensor(6.071688112790406, shape=(), dtype=float64)"
4912,"tf.Tensor(6.167087777685128, shape=(), dtype=float64)"
4913,"tf.Tensor(6.3924399554498885, shape=(), dtype=float64)"
4914,"tf.Tensor(7.903093621766322, shape=(), dtype=float64)"
4915,"tf.Tensor(9.07569513372463, shape=(), dtype=float64)"
4916,
4917,"tf.Tensor(6.737921081564782, shape=(), dtype=float64)"
4918,"tf.Tensor(7.564293239405315, shape=(), dtype=float64)"
4919,"tf.Tensor(6.192763848901369, shape=(), dtype=float64)"
4920,"tf.Tensor(6.359742249825296, shape=(), dtype=float64)"
4921,"tf.Tensor(7.564293239405315, shape=(), dtype=float64)"
4922,"tf.Tensor(7.099195915786189, shape=(), dtype=float64)"
4923,"tf.Tensor(7.721041636900032, shape=(), dtype=float64)"
4924,"tf.Tensor(5.740540310164082, shape=(), dtype=float64)"
4925,"tf.Tensor(7.249406630418717, shape=(), dtype=float64)"
4926,"tf.Tensor(8.02139923378144, shape=(), dtype=float64)"
4927,"tf.Tensor(5.214722492571446, shape=(), dtype=float64)"
4928,"tf.Tensor(6.859077157271245, shape=(), dtype=float64)"
4929,"tf.Tensor(5.661808314718213, shape=(), dtype=float64)"
4930,"tf.Tensor(8.815208775792172, shape=(), dtype=float64)"
4931,"tf.Tensor(7.773198093397291, shape=(), dtype=float64)"
4932,"tf.Tensor(7.404759194191669, shape=(), dtype=float64)"
4933,"tf.Tensor(5.751339555778299, shape=(), dtype=float64)"
4934,"tf.Tensor(7.787628648412756, shape=(), dtype=float64)"
4935,
4936,"tf.Tensor(7.375948979021272, shape=(), dtype=float64)"
4937,"tf.Tensor(7.378726113918143, shape=(), dtype=float64)"
4938,"tf.Tensor(6.6907709423016835, shape=(), dtype=float64)"
4939,"tf.Tensor(8.304225819849162, shape=(), dtype=float64)"
4940,"tf.Tensor(6.746283637198155, shape=(), dtype=float64)"
4941,"tf.Tensor(6.136184794740051, shape=(), dtype=float64)"
4942,"tf.Tensor(7.2830548472726555, shape=(), dtype=float64)"
4943,"tf.Tensor(7.500054107633893, shape=(), dtype=float64)"
4944,"tf.Tensor(8.474388811213947, shape=(), dtype=float64)"
4945,"tf.Tensor(6.833548560508887, shape=(), dtype=float64)"
4946,"tf.Tensor(5.1821822081575375, shape=(), dtype=float64)"
4947,"tf.Tensor(5.397478598276823, shape=(), dtype=float64)"
4948,"tf.Tensor(8.526701986756699, shape=(), dtype=float64)"
4949,"tf.Tensor(7.13194494255343, shape=(), dtype=float64)"
4950,"tf.Tensor(7.735414036407402, shape=(), dtype=float64)"
4951,"tf.Tensor(6.5150187249684866, shape=(), dtype=float64)"
4952,"tf.Tensor(3.620059431103656, shape=(), dtype=float64)"
4953,"tf.Tensor(6.193514615116194, shape=(), dtype=float64)"
4954,"tf.Tensor(6.467931759671427, shape=(), dtype=float64)"
4955,"tf.Tensor(6.871450526195078, shape=(), dtype=float64)"
4956,"tf.Tensor(6.012181180973762, shape=(), dtype=float64)"
4957,"tf.Tensor(3.388506396322462, shape=(), dtype=float64)"
4958,"tf.Tensor(4.419812052034381, shape=(), dtype=float64)"
4959,"tf.Tensor(5.610117452287712, shape=(), dtype=float64)"
4960,"tf.Tensor(6.543339639497629, shape=(), dtype=float64)"
4961,"tf.Tensor(8.949802539446702, shape=(), dtype=float64)"
4962,"tf.Tensor(6.836113455518795, shape=(), dtype=float64)"
4963,"tf.Tensor(8.477771195523422, shape=(), dtype=float64)"
4964,"tf.Tensor(7.768336456610461, shape=(), dtype=float64)"
4965,"tf.Tensor(5.478913933854857, shape=(), dtype=float64)"
4966,"tf.Tensor(8.25684604353578, shape=(), dtype=float64)"
4967,"tf.Tensor(6.414305589924344, shape=(), dtype=float64)"
4968,"tf.Tensor(5.860685211170499, shape=(), dtype=float64)"
4969,
4970,"tf.Tensor(6.158256945185446, shape=(), dtype=float64)"
4971,"tf.Tensor(5.89534483588669, shape=(), dtype=float64)"
4972,"tf.Tensor(6.782928386035338, shape=(), dtype=float64)"
4973,"tf.Tensor(5.429405963538517, shape=(), dtype=float64)"
4974,"tf.Tensor(5.960240924393656, shape=(), dtype=float64)"
4975,"tf.Tensor(6.579327709873429, shape=(), dtype=float64)"
4976,"tf.Tensor(6.5150699047233305, shape=(), dtype=float64)"
4977,"tf.Tensor(5.916720698695129, shape=(), dtype=float64)"
4978,"tf.Tensor(4.4248365583656355, shape=(), dtype=float64)"
4979,"tf.Tensor(7.440785659779478, shape=(), dtype=float64)"
4980,"tf.Tensor(4.798550246904405, shape=(), dtype=float64)"
4981,"tf.Tensor(4.860773050436441, shape=(), dtype=float64)"
4982,"tf.Tensor(7.7851113574570965, shape=(), dtype=float64)"
4983,"tf.Tensor(6.901121487975826, shape=(), dtype=float64)"
4984,"tf.Tensor(7.766050027059962, shape=(), dtype=float64)"
4985,"tf.Tensor(6.215593920039394, shape=(), dtype=float64)"
4986,"tf.Tensor(8.168815571192743, shape=(), dtype=float64)"
4987,"tf.Tensor(7.19586622368428, shape=(), dtype=float64)"
4988,"tf.Tensor(6.362030044547194, shape=(), dtype=float64)"
4989,"tf.Tensor(8.027394097634819, shape=(), dtype=float64)"
4990,"tf.Tensor(5.757709505748908, shape=(), dtype=float64)"
4991,"tf.Tensor(5.548444682516544, shape=(), dtype=float64)"
4992,"tf.Tensor(6.2363994224937045, shape=(), dtype=float64)"
4993,
4994,"tf.Tensor(5.670995598490587, shape=(), dtype=float64)"
4995,"tf.Tensor(7.107731964599647, shape=(), dtype=float64)"
4996,"tf.Tensor(5.388373683885883, shape=(), dtype=float64)"
4997,"tf.Tensor(8.107336445033559, shape=(), dtype=float64)"
4998,"tf.Tensor(5.324538179012427, shape=(), dtype=float64)"
4999,"tf.Tensor(6.912066017570259, shape=(), dtype=float64)"
5000,"tf.Tensor(5.774539758453193, shape=(), dtype=float64)"
5001,"tf.Tensor(5.3123391909755, shape=(), dtype=float64)"
5002,"tf.Tensor(7.492054605794717, shape=(), dtype=float64)"
5003,"tf.Tensor(5.474516506493436, shape=(), dtype=float64)"
5004,"tf.Tensor(5.694750132338331, shape=(), dtype=float64)"
5005,"tf.Tensor(7.693056013915819, shape=(), dtype=float64)"
5006,"tf.Tensor(5.718083729085335, shape=(), dtype=float64)"
5007,"tf.Tensor(6.907170587879924, shape=(), dtype=float64)"
5008,
5009,"tf.Tensor(6.461335382074542, shape=(), dtype=float64)"
5010,"tf.Tensor(7.059589052431001, shape=(), dtype=float64)"
5011,"tf.Tensor(6.050703580180541, shape=(), dtype=float64)"
5012,"tf.Tensor(6.17318941684564, shape=(), dtype=float64)"
5013,"tf.Tensor(7.181532556202925, shape=(), dtype=float64)"
5014,"tf.Tensor(6.88298598162417, shape=(), dtype=float64)"
5015,"tf.Tensor(7.330073196686196, shape=(), dtype=float64)"
5016,"tf.Tensor(7.957200116391243, shape=(), dtype=float64)"
5017,"tf.Tensor(6.064196027467905, shape=(), dtype=float64)"
5018,"tf.Tensor(7.133769122963736, shape=(), dtype=float64)"
5019,"tf.Tensor(7.82838853694215, shape=(), dtype=float64)"
5020,"tf.Tensor(9.499860463207476, shape=(), dtype=float64)"
5021,"tf.Tensor(6.168764178547172, shape=(), dtype=float64)"
5022,"tf.Tensor(7.738372204320163, shape=(), dtype=float64)"
5023,"tf.Tensor(6.235090029044354, shape=(), dtype=float64)"
5024,"tf.Tensor(8.272420756809876, shape=(), dtype=float64)"
5025,"tf.Tensor(6.38419795864146, shape=(), dtype=float64)"
5026,
5027,
5028,"tf.Tensor(6.983510507666233, shape=(), dtype=float64)"
5029,"tf.Tensor(6.270530944582632, shape=(), dtype=float64)"
5030,"tf.Tensor(7.272327933161929, shape=(), dtype=float64)"
5031,"tf.Tensor(7.633181218668617, shape=(), dtype=float64)"
5032,"tf.Tensor(8.551407043127693, shape=(), dtype=float64)"
5033,"tf.Tensor(5.368027475339236, shape=(), dtype=float64)"
5034,"tf.Tensor(7.708220591526158, shape=(), dtype=float64)"
5035,"tf.Tensor(6.126778579374608, shape=(), dtype=float64)"
5036,"tf.Tensor(6.06743409292613, shape=(), dtype=float64)"
5037,"tf.Tensor(6.732338446317859, shape=(), dtype=float64)"
5038,"tf.Tensor(7.716820318158135, shape=(), dtype=float64)"
5039,"tf.Tensor(6.738335100822123, shape=(), dtype=float64)"
5040,"tf.Tensor(8.374912732851383, shape=(), dtype=float64)"
5041,"tf.Tensor(6.13339707993313, shape=(), dtype=float64)"
5042,"tf.Tensor(6.100866920472771, shape=(), dtype=float64)"
5043,"tf.Tensor(7.7613191654065234, shape=(), dtype=float64)"
5044,"tf.Tensor(7.098628583203516, shape=(), dtype=float64)"
5045,"tf.Tensor(7.591174589300883, shape=(), dtype=float64)"
5046,"tf.Tensor(7.059934587337588, shape=(), dtype=float64)"
5047,"tf.Tensor(7.272327933161929, shape=(), dtype=float64)"
5048,
5049,"tf.Tensor(6.130169900728988, shape=(), dtype=float64)"
5050,"tf.Tensor(8.190788026644876, shape=(), dtype=float64)"
5051,"tf.Tensor(6.6131421992600075, shape=(), dtype=float64)"
5052,"tf.Tensor(4.757168533840555, shape=(), dtype=float64)"
5053,"tf.Tensor(6.794022756658589, shape=(), dtype=float64)"
5054,"tf.Tensor(7.681753306140601, shape=(), dtype=float64)"
5055,"tf.Tensor(7.918635601957255, shape=(), dtype=float64)"
5056,"tf.Tensor(5.846952719802726, shape=(), dtype=float64)"
5057,"tf.Tensor(7.978584334034372, shape=(), dtype=float64)"
5058,"tf.Tensor(5.932843542809878, shape=(), dtype=float64)"
