,variation
2875,"tf.Tensor(14.78819, shape=(), dtype=float32)"
2876,"tf.Tensor(18.048134, shape=(), dtype=float32)"
2877,"tf.Tensor(15.885543, shape=(), dtype=float32)"
2878,"tf.Tensor(16.70139, shape=(), dtype=float32)"
2879,"tf.Tensor(15.176127, shape=(), dtype=float32)"
2880,"tf.Tensor(15.553252, shape=(), dtype=float32)"
2881,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2882,"tf.Tensor(14.930512, shape=(), dtype=float32)"
2883,"tf.Tensor(14.853153, shape=(), dtype=float32)"
2884,"tf.Tensor(17.09437, shape=(), dtype=float32)"
2885,"tf.Tensor(16.026157, shape=(), dtype=float32)"
2886,"tf.Tensor(14.740128, shape=(), dtype=float32)"
2887,"tf.Tensor(15.045553, shape=(), dtype=float32)"
2888,"tf.Tensor(16.100931, shape=(), dtype=float32)"
2889,"tf.Tensor(17.407673, shape=(), dtype=float32)"
2890,"tf.Tensor(14.721886, shape=(), dtype=float32)"
2891,"tf.Tensor(17.157448, shape=(), dtype=float32)"
2892,"tf.Tensor(16.8928, shape=(), dtype=float32)"
2893,"tf.Tensor(16.66618, shape=(), dtype=float32)"
2894,"tf.Tensor(16.13468, shape=(), dtype=float32)"
2895,
2896,"tf.Tensor(16.876038, shape=(), dtype=float32)"
2897,"tf.Tensor(15.168497, shape=(), dtype=float32)"
2898,"tf.Tensor(15.501041, shape=(), dtype=float32)"
2899,"tf.Tensor(15.960492, shape=(), dtype=float32)"
2900,"tf.Tensor(17.0436, shape=(), dtype=float32)"
2901,"tf.Tensor(17.079775, shape=(), dtype=float32)"
2902,"tf.Tensor(14.599991, shape=(), dtype=float32)"
2903,"tf.Tensor(16.532091, shape=(), dtype=float32)"
2904,"tf.Tensor(15.174551, shape=(), dtype=float32)"
2905,"tf.Tensor(13.992894, shape=(), dtype=float32)"
2906,"tf.Tensor(14.411559, shape=(), dtype=float32)"
2907,"tf.Tensor(16.482754, shape=(), dtype=float32)"
2908,"tf.Tensor(15.704237, shape=(), dtype=float32)"
2909,"tf.Tensor(15.372717, shape=(), dtype=float32)"
2910,"tf.Tensor(17.017189, shape=(), dtype=float32)"
2911,"tf.Tensor(15.114078, shape=(), dtype=float32)"
2912,"tf.Tensor(16.480127, shape=(), dtype=float32)"
2913,"tf.Tensor(16.534283, shape=(), dtype=float32)"
2914,"tf.Tensor(16.465906, shape=(), dtype=float32)"
2915,"tf.Tensor(15.546074, shape=(), dtype=float32)"
2916,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2917,"tf.Tensor(17.25858, shape=(), dtype=float32)"
2918,"tf.Tensor(15.858868, shape=(), dtype=float32)"
2919,"tf.Tensor(15.22527, shape=(), dtype=float32)"
2920,"tf.Tensor(17.08299, shape=(), dtype=float32)"
2921,"tf.Tensor(15.858868, shape=(), dtype=float32)"
2922,"tf.Tensor(15.0536585, shape=(), dtype=float32)"
2923,"tf.Tensor(16.705832, shape=(), dtype=float32)"
2924,"tf.Tensor(13.889416, shape=(), dtype=float32)"
2925,"tf.Tensor(16.470705, shape=(), dtype=float32)"
2926,"tf.Tensor(15.1119, shape=(), dtype=float32)"
2927,"tf.Tensor(14.924376, shape=(), dtype=float32)"
2928,"tf.Tensor(15.157247, shape=(), dtype=float32)"
2929,"tf.Tensor(16.923185, shape=(), dtype=float32)"
2930,"tf.Tensor(15.66945, shape=(), dtype=float32)"
2931,"tf.Tensor(15.006524, shape=(), dtype=float32)"
2932,"tf.Tensor(15.647654, shape=(), dtype=float32)"
2933,"tf.Tensor(14.708009, shape=(), dtype=float32)"
2934,"tf.Tensor(15.481195, shape=(), dtype=float32)"
2935,
2936,"tf.Tensor(17.517962, shape=(), dtype=float32)"
2937,"tf.Tensor(17.301428, shape=(), dtype=float32)"
2938,"tf.Tensor(16.0392, shape=(), dtype=float32)"
2939,"tf.Tensor(15.862808, shape=(), dtype=float32)"
2940,"tf.Tensor(16.312231, shape=(), dtype=float32)"
2941,"tf.Tensor(15.425217, shape=(), dtype=float32)"
2942,"tf.Tensor(17.070541, shape=(), dtype=float32)"
2943,"tf.Tensor(16.658064, shape=(), dtype=float32)"
2944,"tf.Tensor(17.680166, shape=(), dtype=float32)"
2945,"tf.Tensor(15.234244, shape=(), dtype=float32)"
2946,"tf.Tensor(16.441088, shape=(), dtype=float32)"
2947,"tf.Tensor(14.821253, shape=(), dtype=float32)"
2948,"tf.Tensor(15.4349165, shape=(), dtype=float32)"
2949,"tf.Tensor(15.207964, shape=(), dtype=float32)"
2950,"tf.Tensor(16.823875, shape=(), dtype=float32)"
2951,"tf.Tensor(15.102559, shape=(), dtype=float32)"
2952,"tf.Tensor(15.763088, shape=(), dtype=float32)"
2953,"tf.Tensor(15.88478, shape=(), dtype=float32)"
2954,"tf.Tensor(16.880472, shape=(), dtype=float32)"
2955,"tf.Tensor(17.169205, shape=(), dtype=float32)"
2956,"tf.Tensor(16.57301, shape=(), dtype=float32)"
2957,"tf.Tensor(16.452553, shape=(), dtype=float32)"
2958,"tf.Tensor(14.524949, shape=(), dtype=float32)"
2959,"tf.Tensor(17.480074, shape=(), dtype=float32)"
2960,"tf.Tensor(17.596285, shape=(), dtype=float32)"
2961,"tf.Tensor(16.310774, shape=(), dtype=float32)"
2962,"tf.Tensor(14.691705, shape=(), dtype=float32)"
2963,"tf.Tensor(17.103247, shape=(), dtype=float32)"
2964,"tf.Tensor(16.208609, shape=(), dtype=float32)"
2965,"tf.Tensor(16.55992, shape=(), dtype=float32)"
2966,"tf.Tensor(15.992605, shape=(), dtype=float32)"
2967,"tf.Tensor(17.320423, shape=(), dtype=float32)"
2968,"tf.Tensor(16.68963, shape=(), dtype=float32)"
2969,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2970,"tf.Tensor(13.780777, shape=(), dtype=float32)"
2971,"tf.Tensor(13.587282, shape=(), dtype=float32)"
2972,"tf.Tensor(16.442425, shape=(), dtype=float32)"
2973,"tf.Tensor(15.574884, shape=(), dtype=float32)"
2974,"tf.Tensor(15.738015, shape=(), dtype=float32)"
2975,"tf.Tensor(16.210978, shape=(), dtype=float32)"
2976,"tf.Tensor(15.643326, shape=(), dtype=float32)"
2977,"tf.Tensor(15.394074, shape=(), dtype=float32)"
2978,"tf.Tensor(17.064112, shape=(), dtype=float32)"
2979,"tf.Tensor(17.765856, shape=(), dtype=float32)"
2980,"tf.Tensor(14.249718, shape=(), dtype=float32)"
2981,"tf.Tensor(14.369809, shape=(), dtype=float32)"
2982,"tf.Tensor(15.85355, shape=(), dtype=float32)"
2983,"tf.Tensor(14.965542, shape=(), dtype=float32)"
2984,"tf.Tensor(15.681497, shape=(), dtype=float32)"
2985,"tf.Tensor(15.546058, shape=(), dtype=float32)"
2986,"tf.Tensor(15.814742, shape=(), dtype=float32)"
2987,"tf.Tensor(15.986403, shape=(), dtype=float32)"
2988,"tf.Tensor(16.320145, shape=(), dtype=float32)"
2989,"tf.Tensor(16.638685, shape=(), dtype=float32)"
2990,"tf.Tensor(16.460827, shape=(), dtype=float32)"
2991,"tf.Tensor(16.068111, shape=(), dtype=float32)"
2992,"tf.Tensor(15.427368, shape=(), dtype=float32)"
2993,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2994,"tf.Tensor(16.347073, shape=(), dtype=float32)"
2995,"tf.Tensor(14.579236, shape=(), dtype=float32)"
2996,"tf.Tensor(15.461989, shape=(), dtype=float32)"
2997,"tf.Tensor(16.811342, shape=(), dtype=float32)"
2998,"tf.Tensor(14.844818, shape=(), dtype=float32)"
2999,"tf.Tensor(15.779985, shape=(), dtype=float32)"
3000,"tf.Tensor(15.458938, shape=(), dtype=float32)"
3001,"tf.Tensor(15.904572, shape=(), dtype=float32)"
3002,"tf.Tensor(15.5759115, shape=(), dtype=float32)"
3003,"tf.Tensor(14.897809, shape=(), dtype=float32)"
3004,"tf.Tensor(15.546894, shape=(), dtype=float32)"
3005,"tf.Tensor(15.767348, shape=(), dtype=float32)"
3006,"tf.Tensor(15.858027, shape=(), dtype=float32)"
3007,"tf.Tensor(15.444252, shape=(), dtype=float32)"
3008,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3009,"tf.Tensor(15.033593, shape=(), dtype=float32)"
3010,"tf.Tensor(16.557476, shape=(), dtype=float32)"
3011,"tf.Tensor(16.423344, shape=(), dtype=float32)"
3012,"tf.Tensor(16.833752, shape=(), dtype=float32)"
3013,"tf.Tensor(15.412929, shape=(), dtype=float32)"
3014,"tf.Tensor(16.315838, shape=(), dtype=float32)"
3015,"tf.Tensor(16.745304, shape=(), dtype=float32)"
3016,"tf.Tensor(15.727375, shape=(), dtype=float32)"
3017,"tf.Tensor(15.576641, shape=(), dtype=float32)"
3018,"tf.Tensor(17.304338, shape=(), dtype=float32)"
3019,"tf.Tensor(16.759214, shape=(), dtype=float32)"
3020,"tf.Tensor(17.375927, shape=(), dtype=float32)"
3021,"tf.Tensor(14.281433, shape=(), dtype=float32)"
3022,"tf.Tensor(15.572378, shape=(), dtype=float32)"
3023,"tf.Tensor(16.730377, shape=(), dtype=float32)"
3024,"tf.Tensor(15.31333, shape=(), dtype=float32)"
3025,"tf.Tensor(15.10597, shape=(), dtype=float32)"
3026,
3027,
3028,"tf.Tensor(15.327212, shape=(), dtype=float32)"
3029,"tf.Tensor(16.736467, shape=(), dtype=float32)"
3030,"tf.Tensor(15.144924, shape=(), dtype=float32)"
3031,"tf.Tensor(15.711518, shape=(), dtype=float32)"
3032,"tf.Tensor(16.179342, shape=(), dtype=float32)"
3033,"tf.Tensor(13.622653, shape=(), dtype=float32)"
3034,"tf.Tensor(17.448261, shape=(), dtype=float32)"
3035,"tf.Tensor(15.782573, shape=(), dtype=float32)"
3036,"tf.Tensor(15.9722, shape=(), dtype=float32)"
3037,"tf.Tensor(15.462104, shape=(), dtype=float32)"
3038,"tf.Tensor(17.561546, shape=(), dtype=float32)"
3039,"tf.Tensor(15.881482, shape=(), dtype=float32)"
3040,"tf.Tensor(16.071085, shape=(), dtype=float32)"
3041,"tf.Tensor(14.119176, shape=(), dtype=float32)"
3042,"tf.Tensor(14.632998, shape=(), dtype=float32)"
3043,"tf.Tensor(16.505037, shape=(), dtype=float32)"
3044,"tf.Tensor(16.638357, shape=(), dtype=float32)"
3045,"tf.Tensor(15.832962, shape=(), dtype=float32)"
3046,"tf.Tensor(16.736963, shape=(), dtype=float32)"
3047,"tf.Tensor(15.144924, shape=(), dtype=float32)"
3048,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3049,"tf.Tensor(15.93522, shape=(), dtype=float32)"
3050,"tf.Tensor(15.431789, shape=(), dtype=float32)"
3051,"tf.Tensor(14.827487, shape=(), dtype=float32)"
3052,"tf.Tensor(14.564649, shape=(), dtype=float32)"
3053,"tf.Tensor(16.12499, shape=(), dtype=float32)"
3054,"tf.Tensor(16.929913, shape=(), dtype=float32)"
3055,"tf.Tensor(15.011749, shape=(), dtype=float32)"
3056,
3057,"tf.Tensor(15.166229, shape=(), dtype=float32)"
3058,"tf.Tensor(15.621115, shape=(), dtype=float32)"
3059,"tf.Tensor(16.150927, shape=(), dtype=float32)"
3060,"tf.Tensor(15.684174, shape=(), dtype=float32)"
3061,"tf.Tensor(15.420499, shape=(), dtype=float32)"
3062,"tf.Tensor(14.723299, shape=(), dtype=float32)"
3063,"tf.Tensor(15.214954, shape=(), dtype=float32)"
3064,
3065,"tf.Tensor(14.581011, shape=(), dtype=float32)"
3066,"tf.Tensor(14.9918, shape=(), dtype=float32)"
3067,"tf.Tensor(16.10604, shape=(), dtype=float32)"
3068,"tf.Tensor(16.224102, shape=(), dtype=float32)"
3069,"tf.Tensor(15.721636, shape=(), dtype=float32)"
3070,"tf.Tensor(15.777564, shape=(), dtype=float32)"
3071,"tf.Tensor(16.082672, shape=(), dtype=float32)"
3072,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3073,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3074,"tf.Tensor(16.409311, shape=(), dtype=float32)"
3075,"tf.Tensor(15.811749, shape=(), dtype=float32)"
3076,"tf.Tensor(14.79348, shape=(), dtype=float32)"
3077,"tf.Tensor(15.504146, shape=(), dtype=float32)"
3078,"tf.Tensor(14.731389, shape=(), dtype=float32)"
3079,"tf.Tensor(16.84721, shape=(), dtype=float32)"
3080,"tf.Tensor(17.176767, shape=(), dtype=float32)"
3081,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3082,"tf.Tensor(15.194824, shape=(), dtype=float32)"
3083,"tf.Tensor(16.605513, shape=(), dtype=float32)"
3084,"tf.Tensor(15.736455, shape=(), dtype=float32)"
3085,"tf.Tensor(14.241994, shape=(), dtype=float32)"
3086,"tf.Tensor(14.51093, shape=(), dtype=float32)"
3087,"tf.Tensor(14.518967, shape=(), dtype=float32)"
3088,"tf.Tensor(15.314791, shape=(), dtype=float32)"
3089,"tf.Tensor(15.586234, shape=(), dtype=float32)"
3090,"tf.Tensor(16.428682, shape=(), dtype=float32)"
3091,"tf.Tensor(16.231005, shape=(), dtype=float32)"
3092,"tf.Tensor(16.056147, shape=(), dtype=float32)"
3093,"tf.Tensor(16.085304, shape=(), dtype=float32)"
3094,"tf.Tensor(17.232893, shape=(), dtype=float32)"
3095,"tf.Tensor(15.761892, shape=(), dtype=float32)"
3096,"tf.Tensor(16.315763, shape=(), dtype=float32)"
3097,"tf.Tensor(16.754543, shape=(), dtype=float32)"
3098,"tf.Tensor(15.50277, shape=(), dtype=float32)"
3099,"tf.Tensor(16.956535, shape=(), dtype=float32)"
3100,"tf.Tensor(14.7929735, shape=(), dtype=float32)"
3101,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3102,"tf.Tensor(17.044407, shape=(), dtype=float32)"
3103,"tf.Tensor(16.688719, shape=(), dtype=float32)"
3104,"tf.Tensor(16.761974, shape=(), dtype=float32)"
3105,"tf.Tensor(16.9414, shape=(), dtype=float32)"
3106,"tf.Tensor(15.7193775, shape=(), dtype=float32)"
3107,"tf.Tensor(15.977615, shape=(), dtype=float32)"
3108,"tf.Tensor(16.453608, shape=(), dtype=float32)"
3109,"tf.Tensor(15.4306135, shape=(), dtype=float32)"
3110,"tf.Tensor(16.481272, shape=(), dtype=float32)"
3111,"tf.Tensor(15.058585, shape=(), dtype=float32)"
3112,"tf.Tensor(15.0595875, shape=(), dtype=float32)"
3113,"tf.Tensor(16.279148, shape=(), dtype=float32)"
3114,"tf.Tensor(17.406254, shape=(), dtype=float32)"
3115,"tf.Tensor(15.817305, shape=(), dtype=float32)"
3116,"tf.Tensor(16.527096, shape=(), dtype=float32)"
3117,"tf.Tensor(14.247996, shape=(), dtype=float32)"
3118,"tf.Tensor(16.459888, shape=(), dtype=float32)"
3119,"tf.Tensor(17.269178, shape=(), dtype=float32)"
3120,"tf.Tensor(17.599676, shape=(), dtype=float32)"
3121,"tf.Tensor(15.897118, shape=(), dtype=float32)"
3122,"tf.Tensor(16.11468, shape=(), dtype=float32)"
3123,"tf.Tensor(15.494513, shape=(), dtype=float32)"
3124,"tf.Tensor(16.097544, shape=(), dtype=float32)"
3125,"tf.Tensor(16.064514, shape=(), dtype=float32)"
3126,"tf.Tensor(15.214409, shape=(), dtype=float32)"
3127,"tf.Tensor(15.1055355, shape=(), dtype=float32)"
3128,"tf.Tensor(15.474048, shape=(), dtype=float32)"
3129,"tf.Tensor(14.52429, shape=(), dtype=float32)"
3130,"tf.Tensor(16.988466, shape=(), dtype=float32)"
3131,"tf.Tensor(16.042498, shape=(), dtype=float32)"
3132,"tf.Tensor(16.84315, shape=(), dtype=float32)"
3133,"tf.Tensor(15.129643, shape=(), dtype=float32)"
3134,"tf.Tensor(15.769812, shape=(), dtype=float32)"
3135,"tf.Tensor(13.809632, shape=(), dtype=float32)"
3136,"tf.Tensor(16.094023, shape=(), dtype=float32)"
3137,"tf.Tensor(15.543568, shape=(), dtype=float32)"
3138,"tf.Tensor(15.805767, shape=(), dtype=float32)"
3139,"tf.Tensor(15.647654, shape=(), dtype=float32)"
3140,"tf.Tensor(15.828108, shape=(), dtype=float32)"
3141,"tf.Tensor(17.117474, shape=(), dtype=float32)"
3142,"tf.Tensor(17.855442, shape=(), dtype=float32)"
3143,"tf.Tensor(15.32544, shape=(), dtype=float32)"
3144,"tf.Tensor(15.707907, shape=(), dtype=float32)"
3145,"tf.Tensor(13.751193, shape=(), dtype=float32)"
3146,"tf.Tensor(15.351088, shape=(), dtype=float32)"
3147,"tf.Tensor(15.333726, shape=(), dtype=float32)"
3148,"tf.Tensor(15.673028, shape=(), dtype=float32)"
3149,"tf.Tensor(16.353584, shape=(), dtype=float32)"
3150,"tf.Tensor(16.091408, shape=(), dtype=float32)"
3151,"tf.Tensor(15.902113, shape=(), dtype=float32)"
3152,"tf.Tensor(15.011749, shape=(), dtype=float32)"
3153,"tf.Tensor(15.51379, shape=(), dtype=float32)"
3154,"tf.Tensor(17.23294, shape=(), dtype=float32)"
3155,"tf.Tensor(16.035244, shape=(), dtype=float32)"
3156,"tf.Tensor(14.450012, shape=(), dtype=float32)"
3157,"tf.Tensor(15.639011, shape=(), dtype=float32)"
3158,"tf.Tensor(15.93213, shape=(), dtype=float32)"
3159,"tf.Tensor(14.011502, shape=(), dtype=float32)"
3160,"tf.Tensor(16.155186, shape=(), dtype=float32)"
3161,"tf.Tensor(15.740347, shape=(), dtype=float32)"
3162,"tf.Tensor(15.159114, shape=(), dtype=float32)"
3163,"tf.Tensor(16.49264, shape=(), dtype=float32)"
3164,"tf.Tensor(17.157055, shape=(), dtype=float32)"
3165,"tf.Tensor(16.62437, shape=(), dtype=float32)"
3166,"tf.Tensor(17.42053, shape=(), dtype=float32)"
3167,"tf.Tensor(14.374825, shape=(), dtype=float32)"
3168,"tf.Tensor(14.450012, shape=(), dtype=float32)"
3169,"tf.Tensor(17.83796, shape=(), dtype=float32)"
3170,"tf.Tensor(14.903549, shape=(), dtype=float32)"
3171,"tf.Tensor(14.103761, shape=(), dtype=float32)"
3172,"tf.Tensor(16.624014, shape=(), dtype=float32)"
3173,"tf.Tensor(15.659627, shape=(), dtype=float32)"
3174,"tf.Tensor(15.087556, shape=(), dtype=float32)"
3175,"tf.Tensor(15.195043, shape=(), dtype=float32)"
3176,"tf.Tensor(16.424633, shape=(), dtype=float32)"
3177,"tf.Tensor(16.36867, shape=(), dtype=float32)"
3178,"tf.Tensor(15.745095, shape=(), dtype=float32)"
3179,"tf.Tensor(15.081855, shape=(), dtype=float32)"
3180,"tf.Tensor(17.174423, shape=(), dtype=float32)"
3181,"tf.Tensor(14.814577, shape=(), dtype=float32)"
3182,"tf.Tensor(16.543627, shape=(), dtype=float32)"
3183,"tf.Tensor(16.428955, shape=(), dtype=float32)"
3184,"tf.Tensor(17.098623, shape=(), dtype=float32)"
3185,"tf.Tensor(16.725056, shape=(), dtype=float32)"
3186,"tf.Tensor(17.015347, shape=(), dtype=float32)"
3187,"tf.Tensor(14.188483, shape=(), dtype=float32)"
3188,"tf.Tensor(14.968638, shape=(), dtype=float32)"
3189,"tf.Tensor(17.164577, shape=(), dtype=float32)"
3190,"tf.Tensor(17.3467, shape=(), dtype=float32)"
3191,"tf.Tensor(15.150766, shape=(), dtype=float32)"
3192,"tf.Tensor(15.286689, shape=(), dtype=float32)"
3193,"tf.Tensor(14.996968, shape=(), dtype=float32)"
3194,"tf.Tensor(14.040817, shape=(), dtype=float32)"
3195,"tf.Tensor(14.557914, shape=(), dtype=float32)"
3196,"tf.Tensor(16.437506, shape=(), dtype=float32)"
3197,"tf.Tensor(16.855349, shape=(), dtype=float32)"
3198,"tf.Tensor(15.311211, shape=(), dtype=float32)"
3199,"tf.Tensor(17.155115, shape=(), dtype=float32)"
3200,"tf.Tensor(15.730183, shape=(), dtype=float32)"
3201,"tf.Tensor(14.867051, shape=(), dtype=float32)"
3202,"tf.Tensor(16.88241, shape=(), dtype=float32)"
3203,"tf.Tensor(16.05223, shape=(), dtype=float32)"
3204,"tf.Tensor(16.713112, shape=(), dtype=float32)"
3205,"tf.Tensor(15.69583, shape=(), dtype=float32)"
3206,"tf.Tensor(15.561991, shape=(), dtype=float32)"
3207,"tf.Tensor(14.5473795, shape=(), dtype=float32)"
3208,"tf.Tensor(15.417749, shape=(), dtype=float32)"
3209,"tf.Tensor(15.768086, shape=(), dtype=float32)"
3210,"tf.Tensor(15.391376, shape=(), dtype=float32)"
3211,"tf.Tensor(16.832016, shape=(), dtype=float32)"
3212,"tf.Tensor(16.331161, shape=(), dtype=float32)"
3213,"tf.Tensor(15.223012, shape=(), dtype=float32)"
3214,"tf.Tensor(15.012943, shape=(), dtype=float32)"
3215,"tf.Tensor(15.963282, shape=(), dtype=float32)"
3216,"tf.Tensor(14.124703, shape=(), dtype=float32)"
3217,"tf.Tensor(16.890507, shape=(), dtype=float32)"
3218,"tf.Tensor(15.711082, shape=(), dtype=float32)"
3219,"tf.Tensor(14.839574, shape=(), dtype=float32)"
3220,"tf.Tensor(16.303873, shape=(), dtype=float32)"
3221,"tf.Tensor(16.257874, shape=(), dtype=float32)"
3222,"tf.Tensor(13.884995, shape=(), dtype=float32)"
3223,"tf.Tensor(15.797654, shape=(), dtype=float32)"
3224,"tf.Tensor(15.779424, shape=(), dtype=float32)"
3225,"tf.Tensor(15.857616, shape=(), dtype=float32)"
3226,"tf.Tensor(14.657897, shape=(), dtype=float32)"
3227,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3228,"tf.Tensor(17.063372, shape=(), dtype=float32)"
3229,"tf.Tensor(14.986559, shape=(), dtype=float32)"
3230,"tf.Tensor(15.479753, shape=(), dtype=float32)"
3231,"tf.Tensor(16.195406, shape=(), dtype=float32)"
3232,
3233,"tf.Tensor(16.56643, shape=(), dtype=float32)"
3234,"tf.Tensor(15.324222, shape=(), dtype=float32)"
3235,"tf.Tensor(16.428406, shape=(), dtype=float32)"
3236,"tf.Tensor(15.748468, shape=(), dtype=float32)"
3237,"tf.Tensor(17.408733, shape=(), dtype=float32)"
3238,"tf.Tensor(17.533873, shape=(), dtype=float32)"
3239,"tf.Tensor(15.695765, shape=(), dtype=float32)"
3240,"tf.Tensor(15.749518, shape=(), dtype=float32)"
3241,"tf.Tensor(17.30947, shape=(), dtype=float32)"
3242,"tf.Tensor(14.475838, shape=(), dtype=float32)"
3243,"tf.Tensor(15.915919, shape=(), dtype=float32)"
3244,"tf.Tensor(13.765532, shape=(), dtype=float32)"
3245,"tf.Tensor(16.137728, shape=(), dtype=float32)"
3246,"tf.Tensor(15.576641, shape=(), dtype=float32)"
3247,"tf.Tensor(15.011749, shape=(), dtype=float32)"
3248,"tf.Tensor(16.100634, shape=(), dtype=float32)"
3249,"tf.Tensor(17.466604, shape=(), dtype=float32)"
3250,"tf.Tensor(16.619377, shape=(), dtype=float32)"
3251,"tf.Tensor(15.751171, shape=(), dtype=float32)"
3252,"tf.Tensor(14.772966, shape=(), dtype=float32)"
3253,"tf.Tensor(17.066877, shape=(), dtype=float32)"
3254,"tf.Tensor(15.261173, shape=(), dtype=float32)"
3255,"tf.Tensor(14.99869, shape=(), dtype=float32)"
3256,"tf.Tensor(16.410933, shape=(), dtype=float32)"
3257,"tf.Tensor(17.334782, shape=(), dtype=float32)"
3258,"tf.Tensor(16.440807, shape=(), dtype=float32)"
3259,"tf.Tensor(16.523932, shape=(), dtype=float32)"
3260,"tf.Tensor(17.65087, shape=(), dtype=float32)"
3261,"tf.Tensor(15.865435, shape=(), dtype=float32)"
3262,"tf.Tensor(16.097027, shape=(), dtype=float32)"
3263,"tf.Tensor(15.33356, shape=(), dtype=float32)"
3264,"tf.Tensor(15.930948, shape=(), dtype=float32)"
3265,"tf.Tensor(17.392754, shape=(), dtype=float32)"
3266,"tf.Tensor(15.092978, shape=(), dtype=float32)"
3267,"tf.Tensor(15.227081, shape=(), dtype=float32)"
3268,"tf.Tensor(15.023451, shape=(), dtype=float32)"
3269,"tf.Tensor(15.5875, shape=(), dtype=float32)"
3270,"tf.Tensor(16.121906, shape=(), dtype=float32)"
3271,"tf.Tensor(15.085086, shape=(), dtype=float32)"
3272,"tf.Tensor(15.394204, shape=(), dtype=float32)"
3273,"tf.Tensor(15.135881, shape=(), dtype=float32)"
3274,"tf.Tensor(17.024502, shape=(), dtype=float32)"
3275,"tf.Tensor(16.467165, shape=(), dtype=float32)"
3276,"tf.Tensor(16.034716, shape=(), dtype=float32)"
3277,"tf.Tensor(16.750193, shape=(), dtype=float32)"
3278,"tf.Tensor(15.559695, shape=(), dtype=float32)"
3279,"tf.Tensor(15.58404, shape=(), dtype=float32)"
3280,"tf.Tensor(15.683903, shape=(), dtype=float32)"
3281,"tf.Tensor(14.286644, shape=(), dtype=float32)"
3282,"tf.Tensor(14.468866, shape=(), dtype=float32)"
3283,"tf.Tensor(16.275734, shape=(), dtype=float32)"
3284,"tf.Tensor(14.070634, shape=(), dtype=float32)"
3285,"tf.Tensor(14.112574, shape=(), dtype=float32)"
3286,"tf.Tensor(17.64308, shape=(), dtype=float32)"
3287,"tf.Tensor(16.723518, shape=(), dtype=float32)"
3288,"tf.Tensor(15.52593, shape=(), dtype=float32)"
3289,"tf.Tensor(16.026827, shape=(), dtype=float32)"
3290,"tf.Tensor(16.283844, shape=(), dtype=float32)"
3291,"tf.Tensor(16.001898, shape=(), dtype=float32)"
3292,"tf.Tensor(16.625084, shape=(), dtype=float32)"
3293,"tf.Tensor(16.026157, shape=(), dtype=float32)"
3294,"tf.Tensor(11.647631, shape=(), dtype=float32)"
3295,"tf.Tensor(15.945535, shape=(), dtype=float32)"
3296,"tf.Tensor(16.440815, shape=(), dtype=float32)"
3297,"tf.Tensor(15.424346, shape=(), dtype=float32)"
3298,"tf.Tensor(15.147899, shape=(), dtype=float32)"
3299,"tf.Tensor(16.869402, shape=(), dtype=float32)"
3300,"tf.Tensor(15.449356, shape=(), dtype=float32)"
3301,"tf.Tensor(14.272843, shape=(), dtype=float32)"
3302,"tf.Tensor(15.766289, shape=(), dtype=float32)"
3303,"tf.Tensor(14.515403, shape=(), dtype=float32)"
3304,"tf.Tensor(16.621548, shape=(), dtype=float32)"
3305,"tf.Tensor(17.376413, shape=(), dtype=float32)"
3306,"tf.Tensor(17.73437, shape=(), dtype=float32)"
3307,"tf.Tensor(16.21883, shape=(), dtype=float32)"
3308,"tf.Tensor(15.266099, shape=(), dtype=float32)"
3309,"tf.Tensor(16.832016, shape=(), dtype=float32)"
3310,"tf.Tensor(15.881134, shape=(), dtype=float32)"
3311,"tf.Tensor(15.577217, shape=(), dtype=float32)"
3312,"tf.Tensor(16.88144, shape=(), dtype=float32)"
3313,"tf.Tensor(15.595663, shape=(), dtype=float32)"
3314,"tf.Tensor(14.555263, shape=(), dtype=float32)"
3315,"tf.Tensor(14.326388, shape=(), dtype=float32)"
3316,"tf.Tensor(15.963282, shape=(), dtype=float32)"
3317,"tf.Tensor(15.5557375, shape=(), dtype=float32)"
3318,"tf.Tensor(15.826583, shape=(), dtype=float32)"
3319,"tf.Tensor(16.447327, shape=(), dtype=float32)"
3320,"tf.Tensor(17.156723, shape=(), dtype=float32)"
3321,"tf.Tensor(15.425385, shape=(), dtype=float32)"
3322,"tf.Tensor(15.102921, shape=(), dtype=float32)"
3323,"tf.Tensor(17.655893, shape=(), dtype=float32)"
3324,"tf.Tensor(17.263414, shape=(), dtype=float32)"
3325,"tf.Tensor(16.674894, shape=(), dtype=float32)"
3326,"tf.Tensor(16.672152, shape=(), dtype=float32)"
3327,"tf.Tensor(15.786555, shape=(), dtype=float32)"
3328,"tf.Tensor(15.419717, shape=(), dtype=float32)"
3329,"tf.Tensor(16.807362, shape=(), dtype=float32)"
3330,"tf.Tensor(14.579609, shape=(), dtype=float32)"
3331,"tf.Tensor(13.893235, shape=(), dtype=float32)"
