,variation
1379,"tf.Tensor(18.088291, shape=(), dtype=float32)"
1380,"tf.Tensor(14.128048, shape=(), dtype=float32)"
1381,"tf.Tensor(15.322416, shape=(), dtype=float32)"
1382,"tf.Tensor(16.175251, shape=(), dtype=float32)"
1383,"tf.Tensor(14.845348, shape=(), dtype=float32)"
1384,"tf.Tensor(15.971036, shape=(), dtype=float32)"
1385,"tf.Tensor(16.778822, shape=(), dtype=float32)"
1386,"tf.Tensor(15.1579485, shape=(), dtype=float32)"
1387,"tf.Tensor(14.673521, shape=(), dtype=float32)"
1388,"tf.Tensor(15.409033, shape=(), dtype=float32)"
1389,"tf.Tensor(16.427761, shape=(), dtype=float32)"
1390,"tf.Tensor(17.047062, shape=(), dtype=float32)"
1391,"tf.Tensor(17.107508, shape=(), dtype=float32)"
1392,"tf.Tensor(16.111485, shape=(), dtype=float32)"
1393,"tf.Tensor(15.727156, shape=(), dtype=float32)"
1394,"tf.Tensor(15.789776, shape=(), dtype=float32)"
1395,"tf.Tensor(14.880999, shape=(), dtype=float32)"
1396,"tf.Tensor(17.262556, shape=(), dtype=float32)"
1397,"tf.Tensor(16.49588, shape=(), dtype=float32)"
1398,"tf.Tensor(14.286644, shape=(), dtype=float32)"
1399,"tf.Tensor(15.426993, shape=(), dtype=float32)"
1400,"tf.Tensor(14.720014, shape=(), dtype=float32)"
1401,"tf.Tensor(16.651062, shape=(), dtype=float32)"
1402,"tf.Tensor(15.878044, shape=(), dtype=float32)"
1403,"tf.Tensor(16.147839, shape=(), dtype=float32)"
1404,"tf.Tensor(16.014858, shape=(), dtype=float32)"
1405,"tf.Tensor(16.516142, shape=(), dtype=float32)"
1406,"tf.Tensor(17.384668, shape=(), dtype=float32)"
1407,"tf.Tensor(16.006472, shape=(), dtype=float32)"
1408,"tf.Tensor(16.762138, shape=(), dtype=float32)"
1409,"tf.Tensor(14.929184, shape=(), dtype=float32)"
1410,"tf.Tensor(15.18614, shape=(), dtype=float32)"
1411,"tf.Tensor(19.987347, shape=(), dtype=float32)"
1412,"tf.Tensor(14.849382, shape=(), dtype=float32)"
1413,"tf.Tensor(15.302029, shape=(), dtype=float32)"
1414,"tf.Tensor(16.444437, shape=(), dtype=float32)"
1415,"tf.Tensor(15.543798, shape=(), dtype=float32)"
1416,"tf.Tensor(16.162422, shape=(), dtype=float32)"
1417,"tf.Tensor(15.604394, shape=(), dtype=float32)"
1418,"tf.Tensor(14.980052, shape=(), dtype=float32)"
1419,"tf.Tensor(16.131636, shape=(), dtype=float32)"
1420,"tf.Tensor(16.601765, shape=(), dtype=float32)"
1421,"tf.Tensor(15.0639715, shape=(), dtype=float32)"
1422,"tf.Tensor(16.936855, shape=(), dtype=float32)"
1423,"tf.Tensor(16.586212, shape=(), dtype=float32)"
1424,"tf.Tensor(16.970934, shape=(), dtype=float32)"
1425,"tf.Tensor(17.47582, shape=(), dtype=float32)"
1426,"tf.Tensor(15.358157, shape=(), dtype=float32)"
1427,"tf.Tensor(16.04579, shape=(), dtype=float32)"
1428,"tf.Tensor(17.081387, shape=(), dtype=float32)"
1429,"tf.Tensor(15.99401, shape=(), dtype=float32)"
1430,"tf.Tensor(16.041733, shape=(), dtype=float32)"
1431,"tf.Tensor(14.841754, shape=(), dtype=float32)"
1432,"tf.Tensor(16.039625, shape=(), dtype=float32)"
1433,"tf.Tensor(15.034907, shape=(), dtype=float32)"
1434,"tf.Tensor(16.9259, shape=(), dtype=float32)"
1435,"tf.Tensor(15.914472, shape=(), dtype=float32)"
1436,"tf.Tensor(14.80143, shape=(), dtype=float32)"
1437,"tf.Tensor(16.16046, shape=(), dtype=float32)"
1438,"tf.Tensor(16.604755, shape=(), dtype=float32)"
1439,"tf.Tensor(14.723299, shape=(), dtype=float32)"
1440,"tf.Tensor(15.77399, shape=(), dtype=float32)"
1441,"tf.Tensor(15.817305, shape=(), dtype=float32)"
1442,"tf.Tensor(17.186272, shape=(), dtype=float32)"
1443,"tf.Tensor(15.901458, shape=(), dtype=float32)"
1444,"tf.Tensor(15.225632, shape=(), dtype=float32)"
1445,"tf.Tensor(15.1521, shape=(), dtype=float32)"
1446,"tf.Tensor(16.061401, shape=(), dtype=float32)"
1447,"tf.Tensor(15.24147, shape=(), dtype=float32)"
1448,"tf.Tensor(14.75033, shape=(), dtype=float32)"
1449,"tf.Tensor(15.62154, shape=(), dtype=float32)"
1450,"tf.Tensor(15.485242, shape=(), dtype=float32)"
1451,"tf.Tensor(17.41398, shape=(), dtype=float32)"
1452,"tf.Tensor(17.41398, shape=(), dtype=float32)"
1453,"tf.Tensor(18.428667, shape=(), dtype=float32)"
1454,"tf.Tensor(18.477236, shape=(), dtype=float32)"
1455,"tf.Tensor(15.294116, shape=(), dtype=float32)"
1456,"tf.Tensor(14.858932, shape=(), dtype=float32)"
1457,"tf.Tensor(16.331192, shape=(), dtype=float32)"
1458,"tf.Tensor(16.377361, shape=(), dtype=float32)"
1459,"tf.Tensor(16.547482, shape=(), dtype=float32)"
1460,"tf.Tensor(14.578343, shape=(), dtype=float32)"
1461,"tf.Tensor(14.820391, shape=(), dtype=float32)"
1462,"tf.Tensor(17.254932, shape=(), dtype=float32)"
1463,"tf.Tensor(15.455796, shape=(), dtype=float32)"
1464,"tf.Tensor(16.592947, shape=(), dtype=float32)"
1465,"tf.Tensor(17.771631, shape=(), dtype=float32)"
1466,"tf.Tensor(19.339167, shape=(), dtype=float32)"
1467,"tf.Tensor(15.461404, shape=(), dtype=float32)"
1468,"tf.Tensor(16.44464, shape=(), dtype=float32)"
1469,"tf.Tensor(16.504824, shape=(), dtype=float32)"
1470,"tf.Tensor(17.375319, shape=(), dtype=float32)"
1471,"tf.Tensor(15.954513, shape=(), dtype=float32)"
1472,"tf.Tensor(14.49511, shape=(), dtype=float32)"
1473,"tf.Tensor(17.242714, shape=(), dtype=float32)"
1474,"tf.Tensor(16.48924, shape=(), dtype=float32)"
1475,"tf.Tensor(17.211224, shape=(), dtype=float32)"
1476,"tf.Tensor(15.5630045, shape=(), dtype=float32)"
1477,"tf.Tensor(15.923978, shape=(), dtype=float32)"
1478,"tf.Tensor(17.850042, shape=(), dtype=float32)"
1479,"tf.Tensor(14.019119, shape=(), dtype=float32)"
1480,"tf.Tensor(17.232893, shape=(), dtype=float32)"
1481,"tf.Tensor(16.58301, shape=(), dtype=float32)"
1482,"tf.Tensor(15.738724, shape=(), dtype=float32)"
1483,"tf.Tensor(15.508173, shape=(), dtype=float32)"
1484,"tf.Tensor(16.737402, shape=(), dtype=float32)"
1485,"tf.Tensor(14.486174, shape=(), dtype=float32)"
1486,"tf.Tensor(14.2555065, shape=(), dtype=float32)"
1487,"tf.Tensor(16.310009, shape=(), dtype=float32)"
1488,"tf.Tensor(16.700539, shape=(), dtype=float32)"
1489,"tf.Tensor(16.149471, shape=(), dtype=float32)"
1490,"tf.Tensor(16.103659, shape=(), dtype=float32)"
1491,"tf.Tensor(14.806567, shape=(), dtype=float32)"
1492,"tf.Tensor(15.230517, shape=(), dtype=float32)"
1493,"tf.Tensor(15.03894, shape=(), dtype=float32)"
1494,"tf.Tensor(16.488222, shape=(), dtype=float32)"
1495,"tf.Tensor(17.709612, shape=(), dtype=float32)"
1496,"tf.Tensor(15.7515, shape=(), dtype=float32)"
1497,"tf.Tensor(16.673176, shape=(), dtype=float32)"
1498,"tf.Tensor(14.380278, shape=(), dtype=float32)"
1499,"tf.Tensor(16.261631, shape=(), dtype=float32)"
1500,"tf.Tensor(16.145956, shape=(), dtype=float32)"
1501,"tf.Tensor(17.068377, shape=(), dtype=float32)"
1502,"tf.Tensor(15.54885, shape=(), dtype=float32)"
1503,"tf.Tensor(15.292078, shape=(), dtype=float32)"
1504,"tf.Tensor(15.597236, shape=(), dtype=float32)"
1505,"tf.Tensor(16.342531, shape=(), dtype=float32)"
1506,"tf.Tensor(16.70767, shape=(), dtype=float32)"
1507,"tf.Tensor(14.277612, shape=(), dtype=float32)"
1508,"tf.Tensor(16.449467, shape=(), dtype=float32)"
1509,"tf.Tensor(15.016231, shape=(), dtype=float32)"
1510,"tf.Tensor(15.635034, shape=(), dtype=float32)"
1511,"tf.Tensor(17.104362, shape=(), dtype=float32)"
1512,"tf.Tensor(15.51625, shape=(), dtype=float32)"
1513,"tf.Tensor(15.194824, shape=(), dtype=float32)"
1514,"tf.Tensor(16.351025, shape=(), dtype=float32)"
1515,"tf.Tensor(15.554041, shape=(), dtype=float32)"
1516,"tf.Tensor(16.84218, shape=(), dtype=float32)"
1517,"tf.Tensor(15.40545, shape=(), dtype=float32)"
1518,"tf.Tensor(15.202873, shape=(), dtype=float32)"
1519,"tf.Tensor(17.075272, shape=(), dtype=float32)"
1520,"tf.Tensor(15.56305, shape=(), dtype=float32)"
1521,"tf.Tensor(17.155567, shape=(), dtype=float32)"
1522,"tf.Tensor(17.259445, shape=(), dtype=float32)"
1523,"tf.Tensor(15.115486, shape=(), dtype=float32)"
1524,"tf.Tensor(14.903549, shape=(), dtype=float32)"
1525,"tf.Tensor(17.363573, shape=(), dtype=float32)"
1526,"tf.Tensor(15.349429, shape=(), dtype=float32)"
1527,"tf.Tensor(16.26791, shape=(), dtype=float32)"
1528,"tf.Tensor(16.731186, shape=(), dtype=float32)"
1529,"tf.Tensor(17.373812, shape=(), dtype=float32)"
1530,"tf.Tensor(15.702295, shape=(), dtype=float32)"
1531,"tf.Tensor(15.330433, shape=(), dtype=float32)"
1532,"tf.Tensor(16.28031, shape=(), dtype=float32)"
1533,"tf.Tensor(15.723865, shape=(), dtype=float32)"
1534,"tf.Tensor(16.259071, shape=(), dtype=float32)"
1535,"tf.Tensor(15.172216, shape=(), dtype=float32)"
1536,"tf.Tensor(14.970689, shape=(), dtype=float32)"
1537,"tf.Tensor(16.206966, shape=(), dtype=float32)"
1538,"tf.Tensor(16.636505, shape=(), dtype=float32)"
1539,"tf.Tensor(16.638712, shape=(), dtype=float32)"
1540,"tf.Tensor(16.321184, shape=(), dtype=float32)"
1541,"tf.Tensor(14.93766, shape=(), dtype=float32)"
1542,"tf.Tensor(15.35542, shape=(), dtype=float32)"
1543,"tf.Tensor(16.549612, shape=(), dtype=float32)"
1544,"tf.Tensor(15.282963, shape=(), dtype=float32)"
1545,"tf.Tensor(15.665075, shape=(), dtype=float32)"
1546,"tf.Tensor(15.539473, shape=(), dtype=float32)"
1547,"tf.Tensor(16.993402, shape=(), dtype=float32)"
1548,"tf.Tensor(16.337194, shape=(), dtype=float32)"
1549,"tf.Tensor(15.95169, shape=(), dtype=float32)"
1550,"tf.Tensor(16.542759, shape=(), dtype=float32)"
1551,"tf.Tensor(14.905332, shape=(), dtype=float32)"
1552,"tf.Tensor(15.413775, shape=(), dtype=float32)"
1553,"tf.Tensor(14.319563, shape=(), dtype=float32)"
1554,"tf.Tensor(14.228784, shape=(), dtype=float32)"
1555,"tf.Tensor(17.442944, shape=(), dtype=float32)"
1556,"tf.Tensor(16.832016, shape=(), dtype=float32)"
1557,"tf.Tensor(14.286644, shape=(), dtype=float32)"
1558,"tf.Tensor(17.135233, shape=(), dtype=float32)"
1559,"tf.Tensor(15.758821, shape=(), dtype=float32)"
1560,"tf.Tensor(16.25558, shape=(), dtype=float32)"
1561,"tf.Tensor(15.793036, shape=(), dtype=float32)"
1562,"tf.Tensor(16.367643, shape=(), dtype=float32)"
1563,"tf.Tensor(15.69268, shape=(), dtype=float32)"
1564,"tf.Tensor(17.026648, shape=(), dtype=float32)"
1565,"tf.Tensor(15.593282, shape=(), dtype=float32)"
1566,"tf.Tensor(16.019316, shape=(), dtype=float32)"
1567,"tf.Tensor(14.49817, shape=(), dtype=float32)"
1568,"tf.Tensor(14.570938, shape=(), dtype=float32)"
1569,"tf.Tensor(17.320423, shape=(), dtype=float32)"
1570,"tf.Tensor(15.281271, shape=(), dtype=float32)"
1571,"tf.Tensor(15.787706, shape=(), dtype=float32)"
1572,"tf.Tensor(15.387085, shape=(), dtype=float32)"
1573,"tf.Tensor(16.78485, shape=(), dtype=float32)"
1574,"tf.Tensor(14.912939, shape=(), dtype=float32)"
1575,"tf.Tensor(15.016758, shape=(), dtype=float32)"
1576,"tf.Tensor(17.82389, shape=(), dtype=float32)"
1577,"tf.Tensor(14.9683895, shape=(), dtype=float32)"
1578,"tf.Tensor(14.6618185, shape=(), dtype=float32)"
1579,"tf.Tensor(17.556995, shape=(), dtype=float32)"
1580,"tf.Tensor(16.657946, shape=(), dtype=float32)"
1581,"tf.Tensor(15.924152, shape=(), dtype=float32)"
1582,"tf.Tensor(15.313788, shape=(), dtype=float32)"
1583,"tf.Tensor(16.176317, shape=(), dtype=float32)"
1584,"tf.Tensor(15.500116, shape=(), dtype=float32)"
1585,"tf.Tensor(16.679596, shape=(), dtype=float32)"
1586,"tf.Tensor(15.190332, shape=(), dtype=float32)"
1587,"tf.Tensor(15.369646, shape=(), dtype=float32)"
1588,"tf.Tensor(16.10436, shape=(), dtype=float32)"
1589,"tf.Tensor(16.471144, shape=(), dtype=float32)"
1590,"tf.Tensor(16.026388, shape=(), dtype=float32)"
1591,"tf.Tensor(16.31477, shape=(), dtype=float32)"
1592,"tf.Tensor(15.195867, shape=(), dtype=float32)"
1593,"tf.Tensor(14.892951, shape=(), dtype=float32)"
1594,"tf.Tensor(15.571966, shape=(), dtype=float32)"
1595,"tf.Tensor(16.661566, shape=(), dtype=float32)"
1596,"tf.Tensor(16.394161, shape=(), dtype=float32)"
1597,"tf.Tensor(16.248053, shape=(), dtype=float32)"
1598,"tf.Tensor(15.6674185, shape=(), dtype=float32)"
1599,"tf.Tensor(15.100576, shape=(), dtype=float32)"
1600,"tf.Tensor(15.97798, shape=(), dtype=float32)"
1601,"tf.Tensor(17.19762, shape=(), dtype=float32)"
1602,"tf.Tensor(16.497343, shape=(), dtype=float32)"
1603,"tf.Tensor(15.105738, shape=(), dtype=float32)"
1604,"tf.Tensor(16.37235, shape=(), dtype=float32)"
1605,"tf.Tensor(16.359056, shape=(), dtype=float32)"
1606,"tf.Tensor(17.395987, shape=(), dtype=float32)"
1607,"tf.Tensor(17.119455, shape=(), dtype=float32)"
1608,"tf.Tensor(15.64652, shape=(), dtype=float32)"
1609,"tf.Tensor(18.152536, shape=(), dtype=float32)"
1610,"tf.Tensor(15.370532, shape=(), dtype=float32)"
1611,"tf.Tensor(15.555817, shape=(), dtype=float32)"
1612,"tf.Tensor(15.920132, shape=(), dtype=float32)"
1613,"tf.Tensor(14.744495, shape=(), dtype=float32)"
1614,"tf.Tensor(15.202083, shape=(), dtype=float32)"
1615,"tf.Tensor(15.409348, shape=(), dtype=float32)"
1616,"tf.Tensor(15.581728, shape=(), dtype=float32)"
1617,"tf.Tensor(17.41204, shape=(), dtype=float32)"
1618,"tf.Tensor(15.100692, shape=(), dtype=float32)"
1619,"tf.Tensor(16.832016, shape=(), dtype=float32)"
1620,"tf.Tensor(14.50954, shape=(), dtype=float32)"
1621,"tf.Tensor(15.8766365, shape=(), dtype=float32)"
1622,"tf.Tensor(16.829197, shape=(), dtype=float32)"
1623,"tf.Tensor(15.361551, shape=(), dtype=float32)"
1624,"tf.Tensor(17.54275, shape=(), dtype=float32)"
1625,"tf.Tensor(15.496421, shape=(), dtype=float32)"
1626,"tf.Tensor(14.478216, shape=(), dtype=float32)"
1627,"tf.Tensor(16.792103, shape=(), dtype=float32)"
1628,"tf.Tensor(15.617293, shape=(), dtype=float32)"
1629,"tf.Tensor(16.422316, shape=(), dtype=float32)"
1630,"tf.Tensor(16.42663, shape=(), dtype=float32)"
1631,"tf.Tensor(15.564375, shape=(), dtype=float32)"
1632,"tf.Tensor(15.799025, shape=(), dtype=float32)"
1633,"tf.Tensor(14.072348, shape=(), dtype=float32)"
1634,"tf.Tensor(15.361618, shape=(), dtype=float32)"
1635,"tf.Tensor(15.166349, shape=(), dtype=float32)"
1636,"tf.Tensor(14.793004, shape=(), dtype=float32)"
1637,"tf.Tensor(14.930441, shape=(), dtype=float32)"
1638,"tf.Tensor(16.198265, shape=(), dtype=float32)"
1639,"tf.Tensor(16.419704, shape=(), dtype=float32)"
1640,"tf.Tensor(15.833927, shape=(), dtype=float32)"
1641,"tf.Tensor(14.545706, shape=(), dtype=float32)"
1642,"tf.Tensor(16.034351, shape=(), dtype=float32)"
1643,"tf.Tensor(15.544664, shape=(), dtype=float32)"
1644,"tf.Tensor(16.428009, shape=(), dtype=float32)"
1645,"tf.Tensor(16.24241, shape=(), dtype=float32)"
1646,"tf.Tensor(15.353689, shape=(), dtype=float32)"
1647,"tf.Tensor(17.601864, shape=(), dtype=float32)"
1648,"tf.Tensor(15.713703, shape=(), dtype=float32)"
1649,"tf.Tensor(15.886295, shape=(), dtype=float32)"
1650,"tf.Tensor(16.841444, shape=(), dtype=float32)"
1651,"tf.Tensor(17.232893, shape=(), dtype=float32)"
1652,"tf.Tensor(16.147537, shape=(), dtype=float32)"
1653,"tf.Tensor(15.701157, shape=(), dtype=float32)"
1654,"tf.Tensor(16.278624, shape=(), dtype=float32)"
1655,"tf.Tensor(16.604755, shape=(), dtype=float32)"
1656,"tf.Tensor(15.958901, shape=(), dtype=float32)"
1657,"tf.Tensor(14.3310795, shape=(), dtype=float32)"
1658,"tf.Tensor(16.75478, shape=(), dtype=float32)"
1659,"tf.Tensor(15.252829, shape=(), dtype=float32)"
1660,"tf.Tensor(15.890268, shape=(), dtype=float32)"
1661,"tf.Tensor(15.558103, shape=(), dtype=float32)"
1662,"tf.Tensor(17.109297, shape=(), dtype=float32)"
1663,"tf.Tensor(15.565899, shape=(), dtype=float32)"
1664,"tf.Tensor(17.441795, shape=(), dtype=float32)"
1665,"tf.Tensor(15.795487, shape=(), dtype=float32)"
1666,"tf.Tensor(15.024499, shape=(), dtype=float32)"
1667,"tf.Tensor(15.000269, shape=(), dtype=float32)"
1668,"tf.Tensor(16.222166, shape=(), dtype=float32)"
1669,"tf.Tensor(17.601702, shape=(), dtype=float32)"
1670,"tf.Tensor(14.570938, shape=(), dtype=float32)"
1671,"tf.Tensor(16.432064, shape=(), dtype=float32)"
1672,"tf.Tensor(14.375899, shape=(), dtype=float32)"
1673,"tf.Tensor(15.576508, shape=(), dtype=float32)"
1674,"tf.Tensor(16.238903, shape=(), dtype=float32)"
1675,"tf.Tensor(15.485757, shape=(), dtype=float32)"
1676,"tf.Tensor(16.435364, shape=(), dtype=float32)"
1677,"tf.Tensor(17.156448, shape=(), dtype=float32)"
1678,"tf.Tensor(17.875486, shape=(), dtype=float32)"
1679,"tf.Tensor(15.625957, shape=(), dtype=float32)"
1680,"tf.Tensor(16.144901, shape=(), dtype=float32)"
1681,"tf.Tensor(15.913437, shape=(), dtype=float32)"
1682,"tf.Tensor(15.1682825, shape=(), dtype=float32)"
1683,"tf.Tensor(15.045528, shape=(), dtype=float32)"
1684,"tf.Tensor(18.801353, shape=(), dtype=float32)"
1685,"tf.Tensor(14.348766, shape=(), dtype=float32)"
1686,"tf.Tensor(17.475216, shape=(), dtype=float32)"
1687,"tf.Tensor(14.306965, shape=(), dtype=float32)"
1688,"tf.Tensor(14.189071, shape=(), dtype=float32)"
1689,"tf.Tensor(17.194654, shape=(), dtype=float32)"
1690,"tf.Tensor(14.880174, shape=(), dtype=float32)"
1691,"tf.Tensor(16.487503, shape=(), dtype=float32)"
1692,"tf.Tensor(14.631047, shape=(), dtype=float32)"
1693,"tf.Tensor(16.257341, shape=(), dtype=float32)"
1694,"tf.Tensor(15.874872, shape=(), dtype=float32)"
1695,"tf.Tensor(15.759166, shape=(), dtype=float32)"
1696,"tf.Tensor(15.011655, shape=(), dtype=float32)"
1697,"tf.Tensor(16.68731, shape=(), dtype=float32)"
1698,"tf.Tensor(17.242714, shape=(), dtype=float32)"
1699,"tf.Tensor(16.738253, shape=(), dtype=float32)"
1700,"tf.Tensor(17.301428, shape=(), dtype=float32)"
1701,"tf.Tensor(16.61038, shape=(), dtype=float32)"
1702,"tf.Tensor(16.858212, shape=(), dtype=float32)"
1703,"tf.Tensor(15.68446, shape=(), dtype=float32)"
1704,"tf.Tensor(14.478216, shape=(), dtype=float32)"
1705,"tf.Tensor(15.587295, shape=(), dtype=float32)"
1706,"tf.Tensor(15.814473, shape=(), dtype=float32)"
1707,"tf.Tensor(15.837528, shape=(), dtype=float32)"
1708,"tf.Tensor(15.203766, shape=(), dtype=float32)"
1709,"tf.Tensor(17.328348, shape=(), dtype=float32)"
1710,"tf.Tensor(15.268092, shape=(), dtype=float32)"
1711,"tf.Tensor(16.821156, shape=(), dtype=float32)"
1712,"tf.Tensor(16.066109, shape=(), dtype=float32)"
1713,"tf.Tensor(16.788132, shape=(), dtype=float32)"
1714,"tf.Tensor(15.639011, shape=(), dtype=float32)"
1715,"tf.Tensor(15.785687, shape=(), dtype=float32)"
1716,"tf.Tensor(15.13812, shape=(), dtype=float32)"
1717,"tf.Tensor(16.85536, shape=(), dtype=float32)"
1718,"tf.Tensor(15.524054, shape=(), dtype=float32)"
1719,"tf.Tensor(16.08141, shape=(), dtype=float32)"
1720,"tf.Tensor(16.532679, shape=(), dtype=float32)"
1721,"tf.Tensor(14.764447, shape=(), dtype=float32)"
1722,"tf.Tensor(15.600669, shape=(), dtype=float32)"
1723,"tf.Tensor(14.762659, shape=(), dtype=float32)"
1724,"tf.Tensor(15.289021, shape=(), dtype=float32)"
1725,"tf.Tensor(14.286644, shape=(), dtype=float32)"
1726,"tf.Tensor(17.01081, shape=(), dtype=float32)"
1727,"tf.Tensor(16.296066, shape=(), dtype=float32)"
1728,"tf.Tensor(17.37608, shape=(), dtype=float32)"
1729,"tf.Tensor(16.008432, shape=(), dtype=float32)"
1730,"tf.Tensor(16.540123, shape=(), dtype=float32)"
1731,"tf.Tensor(16.31411, shape=(), dtype=float32)"
1732,"tf.Tensor(16.08764, shape=(), dtype=float32)"
1733,"tf.Tensor(15.597226, shape=(), dtype=float32)"
1734,"tf.Tensor(15.953669, shape=(), dtype=float32)"
1735,"tf.Tensor(16.436314, shape=(), dtype=float32)"
1736,"tf.Tensor(17.246675, shape=(), dtype=float32)"
1737,"tf.Tensor(15.506567, shape=(), dtype=float32)"
1738,"tf.Tensor(15.228542, shape=(), dtype=float32)"
1739,"tf.Tensor(17.381332, shape=(), dtype=float32)"
1740,"tf.Tensor(15.471892, shape=(), dtype=float32)"
1741,"tf.Tensor(15.604905, shape=(), dtype=float32)"
1742,"tf.Tensor(18.116405, shape=(), dtype=float32)"
1743,"tf.Tensor(15.661152, shape=(), dtype=float32)"
1744,"tf.Tensor(13.890358, shape=(), dtype=float32)"
1745,"tf.Tensor(14.610562, shape=(), dtype=float32)"
1746,"tf.Tensor(15.7889805, shape=(), dtype=float32)"
1747,"tf.Tensor(15.067584, shape=(), dtype=float32)"
1748,"tf.Tensor(16.94659, shape=(), dtype=float32)"
1749,"tf.Tensor(13.618194, shape=(), dtype=float32)"
1750,"tf.Tensor(14.922463, shape=(), dtype=float32)"
1751,"tf.Tensor(16.324057, shape=(), dtype=float32)"
1752,"tf.Tensor(15.904348, shape=(), dtype=float32)"
1753,"tf.Tensor(15.523798, shape=(), dtype=float32)"
1754,"tf.Tensor(15.455542, shape=(), dtype=float32)"
1755,"tf.Tensor(13.938582, shape=(), dtype=float32)"
1756,"tf.Tensor(16.094252, shape=(), dtype=float32)"
1757,"tf.Tensor(16.033676, shape=(), dtype=float32)"
1758,"tf.Tensor(15.128685, shape=(), dtype=float32)"
1759,"tf.Tensor(16.636074, shape=(), dtype=float32)"
1760,"tf.Tensor(16.079823, shape=(), dtype=float32)"
1761,"tf.Tensor(15.414762, shape=(), dtype=float32)"
1762,"tf.Tensor(15.253362, shape=(), dtype=float32)"
1763,"tf.Tensor(17.056822, shape=(), dtype=float32)"
1764,"tf.Tensor(13.406234, shape=(), dtype=float32)"
1765,"tf.Tensor(16.152714, shape=(), dtype=float32)"
1766,"tf.Tensor(16.699722, shape=(), dtype=float32)"
1767,"tf.Tensor(16.314825, shape=(), dtype=float32)"
1768,"tf.Tensor(16.924253, shape=(), dtype=float32)"
1769,"tf.Tensor(16.699722, shape=(), dtype=float32)"
1770,"tf.Tensor(14.770951, shape=(), dtype=float32)"
1771,"tf.Tensor(16.687456, shape=(), dtype=float32)"
1772,"tf.Tensor(16.436852, shape=(), dtype=float32)"
1773,"tf.Tensor(16.503872, shape=(), dtype=float32)"
1774,"tf.Tensor(15.967309, shape=(), dtype=float32)"
1775,"tf.Tensor(16.062447, shape=(), dtype=float32)"
1776,"tf.Tensor(17.211607, shape=(), dtype=float32)"
1777,"tf.Tensor(16.070135, shape=(), dtype=float32)"
1778,"tf.Tensor(16.56596, shape=(), dtype=float32)"
