,variation
934,"tf.Tensor(16.431257, shape=(), dtype=float32)"
935,"tf.Tensor(16.78111, shape=(), dtype=float32)"
936,"tf.Tensor(16.7729, shape=(), dtype=float32)"
937,"tf.Tensor(15.358157, shape=(), dtype=float32)"
938,"tf.Tensor(16.666515, shape=(), dtype=float32)"
939,"tf.Tensor(13.990325, shape=(), dtype=float32)"
940,"tf.Tensor(15.157968, shape=(), dtype=float32)"
941,"tf.Tensor(14.2430525, shape=(), dtype=float32)"
942,"tf.Tensor(16.48596, shape=(), dtype=float32)"
943,"tf.Tensor(15.675118, shape=(), dtype=float32)"
944,"tf.Tensor(17.542732, shape=(), dtype=float32)"
945,"tf.Tensor(15.472873, shape=(), dtype=float32)"
946,"tf.Tensor(15.239467, shape=(), dtype=float32)"
947,"tf.Tensor(16.08696, shape=(), dtype=float32)"
948,"tf.Tensor(14.641725, shape=(), dtype=float32)"
949,"tf.Tensor(15.9907055, shape=(), dtype=float32)"
950,"tf.Tensor(16.562244, shape=(), dtype=float32)"
951,"tf.Tensor(16.064531, shape=(), dtype=float32)"
952,"tf.Tensor(15.651911, shape=(), dtype=float32)"
953,"tf.Tensor(15.94589, shape=(), dtype=float32)"
954,"tf.Tensor(16.089346, shape=(), dtype=float32)"
955,"tf.Tensor(15.899069, shape=(), dtype=float32)"
956,"tf.Tensor(17.009804, shape=(), dtype=float32)"
957,"tf.Tensor(18.090544, shape=(), dtype=float32)"
958,"tf.Tensor(16.914896, shape=(), dtype=float32)"
959,"tf.Tensor(16.06662, shape=(), dtype=float32)"
960,"tf.Tensor(15.223028, shape=(), dtype=float32)"
961,"tf.Tensor(15.096664, shape=(), dtype=float32)"
962,"tf.Tensor(16.98054, shape=(), dtype=float32)"
963,"tf.Tensor(17.45701, shape=(), dtype=float32)"
964,"tf.Tensor(15.488756, shape=(), dtype=float32)"
965,"tf.Tensor(15.735907, shape=(), dtype=float32)"
966,"tf.Tensor(15.107328, shape=(), dtype=float32)"
967,"tf.Tensor(16.780756, shape=(), dtype=float32)"
968,"tf.Tensor(17.303455, shape=(), dtype=float32)"
969,"tf.Tensor(16.48596, shape=(), dtype=float32)"
970,"tf.Tensor(16.762264, shape=(), dtype=float32)"
971,"tf.Tensor(15.498006, shape=(), dtype=float32)"
972,"tf.Tensor(15.837734, shape=(), dtype=float32)"
973,
974,"tf.Tensor(15.620218, shape=(), dtype=float32)"
975,"tf.Tensor(17.254639, shape=(), dtype=float32)"
976,"tf.Tensor(15.004647, shape=(), dtype=float32)"
977,"tf.Tensor(16.273972, shape=(), dtype=float32)"
978,"tf.Tensor(17.147232, shape=(), dtype=float32)"
979,"tf.Tensor(16.449427, shape=(), dtype=float32)"
980,"tf.Tensor(14.595586, shape=(), dtype=float32)"
981,"tf.Tensor(15.214612, shape=(), dtype=float32)"
982,"tf.Tensor(15.199144, shape=(), dtype=float32)"
983,"tf.Tensor(14.755974, shape=(), dtype=float32)"
984,"tf.Tensor(15.210678, shape=(), dtype=float32)"
985,"tf.Tensor(16.091452, shape=(), dtype=float32)"
986,"tf.Tensor(16.24335, shape=(), dtype=float32)"
987,"tf.Tensor(16.067072, shape=(), dtype=float32)"
988,"tf.Tensor(15.060122, shape=(), dtype=float32)"
989,"tf.Tensor(16.975834, shape=(), dtype=float32)"
990,"tf.Tensor(15.072832, shape=(), dtype=float32)"
991,"tf.Tensor(15.326932, shape=(), dtype=float32)"
992,"tf.Tensor(17.263182, shape=(), dtype=float32)"
993,"tf.Tensor(17.207552, shape=(), dtype=float32)"
994,"tf.Tensor(15.171624, shape=(), dtype=float32)"
995,"tf.Tensor(16.680107, shape=(), dtype=float32)"
996,"tf.Tensor(16.063625, shape=(), dtype=float32)"
997,"tf.Tensor(14.785001, shape=(), dtype=float32)"
998,"tf.Tensor(16.173645, shape=(), dtype=float32)"
999,"tf.Tensor(13.567997, shape=(), dtype=float32)"
